"카테고리","제목","좋아요","훈훈해요","슬퍼요","화나요","후속기사_원해요"
"정치 ","손학규 ""민주당, 대통령 측근 한 명 살리려 삼권분립에 정면도전""",7,0,0,0,0
"정치 ","바른미래 ""與 김경수 판결 간담회, 군사정권 버금 사법유린""",8,0,0,0,1
"정치 ","손학규 ""민주, 대통령 측근 살리겠다고 사법부 권위 훼손···삼권분립 도전""",13,0,0,0,0
"정치 ","현역입영·동원훈련 통지서 '카톡' 수령 가능…우편요금 절감",18,3,2,70,1
"정치 ","軍입영·훈련 통지서 '카톡'으로 받는다…우편요금 12억 절감",0,0,0,2,0
"정치 ","나경원 “김경수는 깃털...與 몸통 보호하려  야단법석""...'특검 재추진' 밝혀",437,2,0,17,2
"정치 ","나경원 ""與전체 댓글조작했다 해도 되나…5·18논란 매도말라""",525,2,0,140,2
"정치 ","이해찬, 탄력근로제 확대 합의에 ""하루빨리 국회 열어 관련 입법""",1,0,0,8,0
"정치 ","이해찬, 탄력근로제 확대 합의에 ""하루빨리 국회열어 관련 입법""(종합)",1,0,0,0,0
"정치 ","이준석, 文대통령에 ‘막말 논란’ 김준교에 “정치 오래했는데 빛 못봐""",2,0,0,3,0
"정치 ","이준석 ""카이스트 선배 김준교, 그 때는 막말 없는 성격이었는데…""",14,2,0,6,0
"정치 ","이준석, 환경부 블랙리스트 논란에 “그럼 조윤선은 왜 감옥에 간 거냐”",481,1,2,35,7
"정치 ","黨靑 ""블랙리스트 아닌 체크리스트"" 野 ""조윤선은 왜 감옥갔나""",2,0,0,83,0
"정치 ","김준교 ""문재인, 현직 대통령 아냐… 내 덕에 한국당 지지율 오를 것""",65,1,1,71,0
"정치 ","""김준교 효과로 한국당 지지율 오르는데 500원 건다""...이상한 사과",31,1,0,30,0
"정치 ","박원순 “한국당 전당대회, 국민보기 창피하고 부끄럽다”",2,0,0,0,0
"정치 ","박원순 ""한국당 전당대회, 눈 뜨고 못 봐주겠다""",3,0,0,6,0
"정치 ","文대통령, 美에 北개발 부담 각오..韓중재역할 활용 요청 ",8,0,0,116,0
"정치 ","<2차 美北 정상회담 D-7>인식차 드러난 文대통령-트럼프 통화",2,0,0,39,0
"정치 ","정의당, 제2당사 창원에 꾸려…""재보선에 총력""",0,0,0,0,0
"정치 ","[르포]4.3 앞둔 창원 민심 ""진보 단일화 해야 겨우 승산""",8,0,0,19,0
"정치 ","어쩌면 김정은도? “북한 주민들, 노벨평화상에 관심”",1,0,0,19,0
"정치 ","김정은이 노벨 평화상 후보? 북 당국 교양자료 뿌리며 수상 가능성 선전",0,0,0,0,0
"정치 ","김관영 ""여야, 비쟁점 민생·개혁 법안만이라도 합의 시도하자""",0,0,0,0,0
"정치 ","김관영 “與野, 쉽게 합의 가능한 민생·개혁 법안만이라도”",0,0,0,1,0
"정치 ","박찬종 ""태극기 부대 중심엔 박근혜…'나를 잊어달라' 말해야""",41,0,1,22,3
"정치 ","박찬종 ""박근혜, 엉뚱한 말 말고 '나를 잊어달라'고 해야""",30,1,0,25,1
"정치 ","""탄핵 부정, 국민 모독"" vs ""블랙리스트 실체 드러나""",1,1,0,0,0
"정치 ","""분단 70년 마감의 계기"" vs ""북한만을 위한 회담 안 돼""",0,0,0,0,0
"정치 ","[오마이뉴스 여론조사] '3·1 운동 → 3·1 혁명' 명칭 변경, 국민 절반 ""찬성""",26,1,0,103,0
"정치 ","리얼미터 ""'3·1운동 → 3·1혁명' 개칭…찬성 49% vs 반대 39%""",0,0,0,1,0
"정치 ","북한 김혁철 오늘 하노이 도착…북미 실무진 집결",0,0,0,0,0
"정치 ","“북ㆍ미, 하노이 현지서 정상회담 의제 사전접촉 돌입”",2,0,0,0,0
"정치 ","김준교 “내가 품격 없다고? 박근혜 모욕한 與 의원부터 사퇴를”",97,0,0,25,0
"정치 ","김준교 ""문재인, 대통령 아냐…민주당 의원들이나 사퇴하라""",20,0,0,40,0
"정치 ","평택항 불법쓰레기 처리에 10억원",0,0,0,0,0
"정치 ","환경부, ‘필리핀 쓰레기’ 처리에 10억 소요된다.",0,0,0,0,0
"정치 ","[북미정상회담 D-7] “남북경협 떠맡겠다”고?…野 “국내경제 안좋은데…”",0,0,0,0,0
"정치 ","하태경 “文대통령, 북한 문제만 나오면 이성 상실”",4,0,0,1,0
"경제 ","'서해5도' 어장 여의도 면적 84배 만큼 늘어난다",1,0,0,1,0
"경제 ","서해5도 어민들 ""어장확장 환영하지만 조업시간 조금 아쉬워""",0,0,0,0,0
"경제 ","[일문일답] 김영춘 ""서해5도 어장 확장 다음 단계는 남북공동어로수역""",1,0,0,10,0
"경제 ","서해 5도 어장, 여의도 84배 규모로…야간조업도 부분 허용",0,0,0,2,0
"경제 ","창원국가산단, '스마트 선도산단' 선정…'미래형 산단 모델' 탈바꿈",2,0,0,0,0
"경제 ","주력산업 ‘시너지 효과’… ‘정치논리’ 개입 논란도",0,0,0,0,0
"경제 ","국비 2000억 투입…창원·반월 시화에 ‘스마트산단’",3,0,0,0,0
"경제 ","정부, 창원과 반월·시화 스마트산단 선도모델로 선정",2,0,0,2,0
"경제 ","'금리상승 위험' 낮춘 변동금리형 주담대 2종 내달 나온다",34,4,1,72,7
"경제 ","금리 올라도 이자 상승 폭 제한하는 주담대 나온다",0,0,0,0,0
"경제 ","'금리상승폭 2%p로 묶는' 주택대출 첫 도입…기존 대출자도 가능",10,1,1,23,0
"경제 ","“금리 올라도 걱정 뚝”…내달 월상환액 고정 주담대 출시",2,0,1,0,0
"경제 ","반격의 한진그룹, “KCGI 주주제안 자격 미달”…법적공방 가능성도",0,0,0,0,0
"경제 ","한진그룹의 반격..“KCGI, 주주제안권 행사 권리 없다”(종합)",8,1,0,5,0
"경제 ","""항공기 정비, 이제 국내서""…국내 첫 정비업체에 첫 항공기 입고",8,0,0,0,0
"경제 ","""항공기 정비, 이젠 국내서 받는다""…한국항공서비스 출범",15,1,0,1,1
"경제 ","2030년 5G 경제적 효과 年 47.8조...GDP 2.5% 넘을 듯",86,0,0,38,0
"경제 ","홍남기 ""5G 세계최초 상용화…통신3사 3조 투자""",0,0,0,2,0
"경제 ","중기중앙회장 후보자 서울서 격돌 ""최저임금 동결""",0,0,0,0,1
"경제 ","中企회장 후보자들 “탄력근로제 6개월 연장으로는 역부족”",0,0,0,0,0
"경제 ","신한금융, '6조 효과' 혁신성장기업 투자 추진",0,0,0,0,0
"경제 ","신한금융, 혁신기업에 4년 걸쳐 1.7兆 투자한다",0,0,0,0,0
"경제 ","한화케미칼, 화학·태양광 동반부진…지난해 영업익 53.2%↓(상보)",0,0,0,0,0
"경제 ","한화케미칼 작년 영업익 3543억원…53% 감소",0,0,0,0,0
"경제 ","한국 스마트제조기술, 중국에 쫓긴다…격차 0.6년 불과",0,0,0,0,0
"경제 ","한국과 중국 스마트제조기술 격차 6개월로 바싹 좁혀져",0,0,0,0,0
"경제 ","현대중공업 노조, 대우조선 인수 반대 ·임단협 찬반투표 돌입",0,0,0,0,0
"경제 ","현대重 노조도 파업 찬반투표 돌입…조선업계 구조조정 진통",2,0,0,17,0
"경제 ","차바이오텍, 지난해 매출 4861억원… 전년대비 16% 증가",0,0,0,0,0
"경제 ","[종목썰쩐]차바이오텍, 2018년 별도 영업흑자 달성…상폐 우려 해소",1,0,0,0,0
"경제 ","韓산업기술진흥협 새 회장에 ‘구자균 LS산전 회장’",0,0,0,0,1
"경제 ","구자균 LS산전 회장, 한국산업기술진흥협회 신임 회장 취임",0,0,0,0,0
"경제 ","가업상속공제 대상 확대시 매출 52조·고용 1700명↑..법인세도 늘어  ",0,0,0,0,0
"경제 ","한경연 “가업상속공제 대상 1조원 확대…매출 52조·고용 1770명↑”",0,0,0,0,0
"경제 ","지난해 울산·경북 실업률 역대 최고…“구조조정 영향”",2,0,0,7,0
"경제 ","지난해 조선·車 구조조정 울산·전북·경남 직격탄.. 서비스업·고용 부진 겹쳐 실업률↑",0,0,1,2,0
"경제 ","LG디스플레이, 임직원 자녀 1500여명에게 입학선물 전달 ",0,0,0,0,0
"경제 ","LGD, 임직원 자녀들에게 초등학교 입학 선물 전달",0,0,0,0,0
"경제 ","한국노총 눈치에 최저임금 결정체계 개편안 또 연기",1,0,0,18,0
"경제 ","최저임금 결정체계 개편안 확정 '차일피일'...속도조절 의지 없나",0,0,0,0,0
"경제 ","[투자의 창] 배당 논쟁 유감",21,0,0,0,0
"경제 ","[투자의 창] 리스크 온 유지, 개별종목 찾는 순환매 장세",0,0,0,0,1
"경제 ","[투자의 창] 주식시장 등락과 장기투자",8,1,0,2,1
"경제 ","[투자의 창] 공모펀드 규제완화 검토할 시기다",0,0,0,1,0
"사회 ","강북의 9호선? ""균형발전 기여"" vs ""마을버스 수준""",15,2,0,37,3
"사회 ","지하철 9호선 '이 빠진' 고덕~강일 구간 '조건부' 승인",4,0,0,3,0
"사회 ","목동∼청량리 잇는 강북 횡단 경전철 만든다…4호선은 급행화(종합)",32,2,0,11,1
"사회 ","경제성보다 균형발전에 힘 실은 서울시…비강남권 철도망 주력",0,0,0,0,0
"사회 ","[단독] 검찰, 현대·기아차 압수수색…세타Ⅱ 엔진 등 결함 조사(종합)",349,20,25,882,45
"사회 ","檢, '차량 제작결함 은폐' 의혹 현대·기아차 본사 압수수색",0,0,0,0,0
"사회 ","檢, '챠랑결함 은폐 의혹' 현대·기아차 본격 수사(종합)",0,0,0,0,0
"사회 ","검찰, 현대기아차 압수수색..세타2엔진 결함 은폐 의혹",0,0,0,0,0
"사회 ","눈 그치자 미세먼지 폭풍…22일까지 숨막히는 잿빛하늘 ",0,0,0,0,0
"사회 ","삼표시멘트, 미세먼지 저감 적극 동참",0,0,0,0,0
"사회 ","[날씨] 중국발 스모그 유입 중…수도권 미세먼지 예비저감조치",0,0,0,1,0
"사회 ","공공기관, 미세먼지 예비저감조치 '깜깜'…""오늘 차량 2부제?""",0,0,2,25,0
"사회 ","'환경부 블랙리스트' 검찰수사 속도…김은경 곧 재소환",483,3,1,28,9
"사회 ","적폐가 현재 겨누는 잣대로…'환경부 블랙리스트' 의혹 확산",0,0,0,5,2
"사회 ","청와대와 환경부 산하기관장 사표 협의 타당한가",4,0,0,131,1
"사회 ","[단독]“블랙리스트, 靑인사수석실 오더 받았다”",5,1,1,801,13
"사회 ","[단독] MB 항소심, 새 재판부가 처음부터 다시 시작...보석 여부 관심",3,0,1,15,2
"사회 ","[단독] MB 항소심, 새 재판부가 처음부터 다시 시작",1,0,0,0,0
"사회 ","재판부 바뀐 MB 항소심…다시 공판준비절차 거치기로",1,0,1,1,2
"사회 ","재판부 변경 MB 항소심, 공판준비절차부터 다시 시작 ",0,0,2,2,0
"사회 ","""폭탄 안고 사는 듯했다""…대구 사우나 건물, 3년간 소방점검서 '부적합' 판정",3,2,36,54,6
"사회 ","""사람들이 소리를 질러 알게 됐다""…화재 무방비 노후 건물",1,1,2,4,0
"사회 ","공주대 실험실·공주 빌라 잇단 화재… 3명 부상(종합) ",1,0,0,1,0
"사회 ","공주대 실험실 화재…60대 남성 1도 화상",0,0,1,0,0
"사회 ","조현아 남편, 폭행 피해 주장하며 아내 고소한 진짜 이유, 정말 그거라고?",0,0,1,1,0
"사회 ","조현아 남편 “아내, ‘땅콩회항’ 사건 후 폭행 빈도 높아져”",0,0,0,9,1
"사회 ","[오디오래빗] 매장 쓱 보고 로켓배송 #쇼루밍 :) 미니경제용어",2,1,0,0,0
"사회 ","[팩트체크] ""IE 탈출"" 경고 귀닫은 한국…OECD 2위 '보안 불감증'",110,12,3,853,77
"사회 ","[세금미식회] ② 부산 업무추진비 '공개' 불과 30%…'세금맛집' 이름만 쏙 지운다",4,0,0,47,13
"사회 ","[오디오래빗] 20대 건망증 #영츠하이머 뭐 검색하려고 했지? :) 미니경제용어",0,0,1,0,0
"생활/문화 ","[날씨] 전국 대부분 지역 미세먼지 ‘나쁨’…당분간 온화",7,7,2,249,5
"생활/문화 ","오늘·내일 전국 대부분 미세먼지 ‘나쁨’",0,0,0,1,1
"생활/문화 ","[날씨] 당분간 온화…미세먼지 농도 높아져",0,0,0,0,0
"생활/문화 ","눈 그치자 다시 시작된 중국발 미세먼지 공포...20일 오후 전국 '나쁨' ",1,0,0,28,1
"생활/문화 ","순수전기차 ‘아우디 e-트론’, 경사 40도 스키 슬로프 등정 성공",1,0,0,0,0
"생활/문화 ","아우디 순수전기차 'e-트론' 40도 경사 스키슬로프 등정 성공",2,0,0,0,0
"생활/문화 ","[날씨] 전국 초미세먼지 나쁨…마스크 필수",5,0,3,106,1
"생활/문화 ","[날씨] 전국 공기질 비상…""마스크 꼭 챙기세요""",1,0,0,0,0
"생활/문화 ","[엔터테인&]영화 '극한직업' 흥행 이유는?",1,1,0,1,0
"생활/문화 ","'극한직업' 천하 끝나나…'증인' 박스오피스 1위",2,0,0,4,0
"생활/문화 ","“돌아가신 할머니께 헌정하는 연주로 우승하니 감회 특별”",1,0,0,0,0
"생활/문화 ","""세상 떠난 할머니 떠올리며 파이널곡 연주""",0,0,0,0,0
"생활/문화 ","서울문화재단, 남산예술센터 문제 해결 위한 TF 구성",0,0,0,0,0
"생활/문화 "," 공공극장의 독립성·자율성을 위한 TFT 구성",0,0,0,0,0
"생활/문화 ","서울시, 비정규직·특수고용 노동자 여행경비 첫 지원",2,0,0,2,0
"생활/문화 ","서울시, 취약계층 노동자 2천명 여행경비 25만원씩 지원",16,0,0,1,0
"생활/문화 ","퀸, 아카데미 시상식서 라이브공연...머큐리 대신 애덤 램버트 보컬",4,0,0,0,0
"생활/문화 ","퀸, 아카데미 시상식서 라이브 공연…애덤 램버트 합류",4,0,0,0,0
"생활/문화 ","'문화재에 깃든 100년 전 그날' 개막, 서대문형무소 오세요",0,0,0,0,0
"생활/문화 ","'문화재에 깃든 100년 전 그날'",0,0,0,0,0
"생활/문화 ","伊 디자인 거장 알렉산드로 멘디니 별세",1,1,14,0,0
"생활/문화 ","이탈리아 디자인 거장 알레산드로 멘디니 별세, 향년 87세",0,0,7,0,0
"생활/문화 ","[And 건강] 비만 부르는 糖덩어리 탄산음료 대신 생수·보리차 마셔라",186,4,11,40,9
"생활/문화 ","[And 건강] ""한 잔에도 얼굴 빨개지는 사람에겐 술 권하지 말아야""",169,3,5,10,6
"생활/문화 ","[And 건강] 재흡연 부르는 '4가지 계기' 다스려야 금연 성공률 높인다",1,0,0,0,2
"생활/문화 ","[And 건강] 매끼니 적게 먹고 간식은 멀리… 운동은 꾸준히 하라",31,2,1,8,3
"생활/문화 ","[배한철의 한국초상화 톺아보기]진흥왕, 숙적 성왕의 머리를 궁궐 계단 밑에 파묻다",9,1,0,2,4
"생활/문화 ","[배한철의 한국초상화 톺아보기]걷는것 조차 힘겨워 했던 거구의 위인들",3,0,0,0,0
"생활/문화 ","[배한철의 한국초상화 톺아보기]충청의 별칭 공충·충홍…치욕의 역사일까",2,1,0,0,0
"생활/문화 ","[배한철의 한국초상화 톺아보기]서울 남산의 정씨 가문, 12명의 정승을 배출하다",5,1,0,1,1
"세계 "," 세계이통사업자협회, EU 정부·의회에 “화웨이 장비 금지 신중해야” 서신 ",0,0,0,0,0
"세계 ","獨·뉴질랜드도 ‘反화웨이’ 이탈 움직임",0,0,0,0,0
"세계 ","美 '화웨이 봉쇄' 차질…영국이어 독일도 이탈",1,0,0,3,0
"세계 ","750여개 통신사 협회 'GSMA', 美 화웨이 장비 금지에 경고 서신",0,0,0,0,0
"세계 ","칼 라거펠트의 '한국사랑'…한글·한복 의상부터 전지현·지드래곤 친분까지",0,0,0,0,0
"세계 ","""한국을 사랑합니다"" 칼 라거펠트…한국과의 인연 눈길",0,0,0,0,0
"세계 ","칼 라거펠트 잇는 '샤넬 No.2' 누구?",0,0,0,0,0
"세계 ","'샤넬의 전설' 라거펠트 별세…한국과 특별한 인연",0,0,0,0,0
"세계 ","트럼프 “급한 시간표 없어…北비핵화 바라지만 서두를 것 없다”",12,0,0,9,1
"세계 ","트럼프 ""비핵화 시간표 없다"" ...스몰딜 후 협상 장기화될 듯",0,0,0,0,0
"세계 ","트럼프 ""긴급한 시간표는 없다…핵실험 없는 한 서두를것 없어""(종합2보)",115,1,0,39,1
"세계 ","트럼프 ""핵실험 없는 한 서두를 것 없다""",0,0,0,2,0
"세계 ","英에 대규모 투자 일본의 눈물..탈출 러시",1,0,0,0,0
"세계 ","“英 원하면 브렉시트 연기”… 멍석까는 EU",3,0,0,0,0
"세계 ","비건·김혁철 하노이 行...의제 협상 본격화",0,0,0,0,0
"세계 ","비건-김혁철 '하노이 담판' 임박…북미 의제조율 본게임 시작",5,2,0,7,0
"세계 ","""北, 남북·북미 대화 반대파 숙청했다""-WSJ ",13,2,0,10,1
"세계 ","[북미회담 D-7] ""김정은, 대미외교 반대하는 '부자' 엘리트 50명이상 숙청""",34,3,4,142,4
"세계 ","美,中에‘관세 카드’꺼내들고 ‘위안화 고의 평가절하’ 제동",0,0,0,0,0
"세계 ","美, 中에 위안화 안정 요구…""평가절하시 추가관세""(종합)",2,0,0,1,0
"세계 ","젊은층 겨냥 후드티에 올가미… 버버리 ‘자살 패션’ 논란",0,0,0,21,0
"세계 ","버버리, 자살 연상 '올가미 후드' 논란에 사과",0,0,0,0,0
"세계 ","'미투' 논란 휩싸인 '수병과 간호사 키스'…숨겨진 진실은",2,0,0,8,0
"세계 ","'수병과 간호사 키스' 사진의 남자 주인공 별세",0,0,0,0,0
"세계 ","""日자위대 행사에 韓해군 참석""…초계기 논란 뒤 처음",9,0,0,29,0
"세계 ","韓, 日해상자위대 행사참가… ‘레이더 갈등’ 이후 첫 방위교류",0,0,0,0,0
"세계 ","칼 라거펠트가 사랑한 고양이 슈페트, 2200억 유산 받을까",10,3,3,7,0
"세계 ","칼 라거펠트 2200억 유산, 반려묘에게 돌아가나",0,0,0,0,0
"세계 ","궤멸 앞둔 이슬람국가, 탈출ㆍ배신ㆍ인질방패 등 생존 위한 필사 몸부림",0,0,0,0,0
"세계 ","독일 내무장관 ""IS 가담자, 안보위협 없어야 귀국 가능""",0,0,0,0,0
"세계 ","트럼프, '우주군 창설' 명령…지위는 '공군 산하'로 후퇴",174,10,5,25,13
"세계 ","트럼프, 공군 산하에 '우주군 창설' 명령",0,0,0,0,0
"세계 ","트럼프 최후통첩 걷어찬 마두로 정권…“나치 스타일” 비난 ",4,0,0,14,0
"세계 ","트럼프 경고에도… 베네수엘라 군부 “마두로에 무한 충성”",0,0,0,0,0
"세계 ","아베 ""2차 북미회담' 트럼프 신뢰한다…확실히 백업""",0,0,0,0,0
"세계 ","“도대체 왜”…日아베, 트럼프 노벨상 추천을 둘러싼 ‘3대 쟁점’",1,0,1,8,1
"세계 ","日자위대 F2 전투기, 훈련 중 추락…탑승자 2명 전원 구조",0,0,0,0,0
"세계 ","日 항공자위대 전투기 1대 훈련 중 추락",0,0,0,0,0
"세계 ","미 하원, 트럼프 행정부 사우디 원전판매 추진 조사 착수",0,0,0,0,0
"세계 ","美, 사우디에 핵기술 이전 추진?",0,0,0,0,0
"세계 ","10달러 음식에 팁 800달러 남긴 손님...""실수인 듯"" ",4,0,0,2,0
"세계 ","美경찰, 임신 8개월 웨이트리스에 거액 팁 남긴 이유 .. 감동 ",1,0,0,0,0
"세계 ","샌더스, 大權 재도전… “사기꾼에 맞서자”",0,0,0,0,0
"세계 ","3년전 돌풍의 추억…샌더스 ‘대권 어게인’",1,0,0,1,0
"세계 ","日 여당 의원들, 韓 해양조사선 독도 항행에 ""강렬한 분노"" 결의문",0,0,0,0,0
"세계 ","日여당의원들, 韓해양조사선 독도 항행에 ""강렬한 분노"" 결의문",2,3,0,35,1
"세계 ","英정부,'IS신부'에 무관용…""시민권 박탈""",3,0,0,1,0
"세계 ","IS 합류했던 소녀 ""돌아오고 싶어요"" 했지만…英정부, 시민권 박탈키로",10,1,0,0,1
"세계 ","<월드 클릭!>중국인 ‘상아 여왕’ 철창행… 탄자니아서 860개 밀반출",0,0,0,0,0
"세계 ","탄자니아 법원, 상아 800여개 밀수한 중국인 여성에 15년형",1,0,0,0,0
"세계 ","김정은-트럼프 헤어스타일로 머리 자르면 '공짜'",0,0,0,0,0
"세계 ","[북미회담 D-7] 김정은-트럼프 헤어스타일로 머리 자르면 '공짜'",10,3,2,19,1
"세계 ","[채인택의 글로벌 줌업] 세계 뒤흔든 혁명의 나라…이상은 달콤했으나 현실은 썼다",2,0,2,0,1
"세계 ","[채인택의 글로벌 줌업]교황, 가톨릭 이주자 품은 아라비아에서 이민장벽 트럼프에 '경고 신호'",8,0,0,20,1
"세계 ","[채인택의 글로벌 줌업] 독립투쟁·민주화···학생운동 시작은 100년 전 도쿄",3,0,0,2,0
"세계 ","""CNN·BBC 싫다"" 프랑스·중국 '독자 영어채널' 가동",29,0,0,8,0
"IT/과학 ","달콤커피, MWC 2019에서 로봇카페 ‘비트 2E’ 선보여",0,0,0,0,0
"IT/과학 ","KT, MWC서 AI 로봇카페 비트2E 선보인다",0,0,0,0,0
"IT/과학 ","KT, MWC서 인공지능 로봇카페 '비트2E' 첫선",0,0,0,0,0
"IT/과학 ","KT, MWC 2019에서 인공지능 로봇카페 ‘비트2E’ 첫 선",0,0,0,0,0
"IT/과학 ","LG, 프리미엄 뺨치는 ‘실속폰’ MWC서 공개",0,0,1,2,0
"IT/과학 ","LG전자, MWC2019서 실속형 스마트폰 3종 공개",0,0,0,1,0
"IT/과학 ","경제부총리 등 4개부처 장관, KT 5G현장 방문..경제 활력기대",0,0,0,0,0
"IT/과학 ","KT 방문한 4개부처 장관, 이번엔 5G 서비스·콘텐츠",0,0,0,0,0
"IT/과학 ","삼성 폴더블폰 이름은 갤럭시 폴드? 진짜 미래를 펼치나",12,0,0,0,0
"IT/과학 ","폴더블폰, 모바일게임 판도 바꿀까...제2의 애니팡 탄생 시선 집중",2,0,0,4,0
"IT/과학 ","SK텔레콤-MS 맞손...'메타트론'으로 빅데이터 시장 공략",0,0,0,0,0
"IT/과학 ","SKT, 마이크로소프트와 손잡고 빅데이터 시장공략",3,0,0,1,0
"IT/과학 ","네이버 클라우드플랫폼, SKT 로밍에 클라우드 기술 제공",0,0,0,0,0
"IT/과학 ","네이버, SK텔레콤과 해외 로밍 서비스 협업…NBP 글로벌 리전 활용",0,0,0,0,0
"IT/과학 ","LG유플러스, 'U+카카오프렌즈키즈워치2' 단독 출시",0,0,0,0,0
"IT/과학 ","LG유플러스, U+카카오프렌즈키즈워치2 출시",1,0,0,1,0
"IT/과학 ","퀄컴, 신형 5G 모뎀 'X55' 발표…""2G부터 5G까지 통합 지원""",0,0,0,0,0
"IT/과학 ","[MWC2019]퀄컴, 1G~5G 아우르는 5G 칩셋 `스냅드래곤 X55` 공개",0,0,0,0,0
"IT/과학 ","KSTAR 실험 10주년... 2025년까지 1억도 플라즈마 300초 유지 목표 제시",0,0,0,0,0
"IT/과학 ","'인공 태양'으로 불리는 'KSTAR 가동 10주년'",0,0,0,0,0
"IT/과학 ","SKT, 자율주행차 해킹 막는 '양자보안' 솔루션 첫 선 ",4,0,0,1,0
"IT/과학 ","SKT, MWC서 5G 기술력 세계에 알린다",0,0,0,0,0
"IT/과학 ","[아하! 우주] 역대 가장 차갑고 오래된 고리가진 ‘백색왜성’ 발견",0,1,0,0,1
"IT/과학 ","[아하! 우주] 그물 던지고 작살 쏘고…청소부 위성, 우주쓰레기 치우다",11,2,0,7,3
"IT/과학 ","[아하! 우주] 화성을 360도 파노라마로 보니…선명한 붉은 토양 (영상)",16,0,0,2,3
"IT/과학 ","[아하! 우주] 우리은하와 안드로메다는 언제쯤 충돌할까?",15,1,5,2,5
"IT/과학 ","[이진욱의 전자수첩] 공개전 패 까버린 '갤럭시S10'…'독'보다 '득'본다",132,3,1,13,4
"IT/과학 ","[이진욱의 전자수첩] 쓰던 노트9이 80만원?…중고폰 더 비싸게 사라는 정부",13,2,2,264,2
"IT/과학 ","[이진욱의 전자수첩] 한국은 봉?…같은 TV가 미국보다 한국서 더 비싼 이유",113,4,3,774,13
"IT/과학 ","[이진욱의 전자수첩] '폴더블폰' 기다렸더니…'경첩' 내미는 LG의 짠내",174,10,33,157,24
